Date,Open,High,Low,Close,Adj Close,Volume
2017-12-13,0.133739,0.141854,0.122368,0.134281,0.134281,61575000
2017-12-14,0.133667,0.240753,0.131843,0.240753,0.240753,309307008
2017-12-15,0.233209,0.233209,0.187032,0.213467,0.213467,207311008
2017-12-16,0.212875,0.447192,0.204233,0.404665,0.404665,581052032
2017-12-17,0.386775,0.592417,0.378013,0.513011,0.513011,628142976
2017-12-18,0.511939,0.526496,0.467403,0.518198,0.518198,253463008
2017-12-19,0.520268,0.589589,0.501083,0.531273,0.531273,279631008
2017-12-20,0.533705,0.533705,0.441621,0.486151,0.486151,182924000
2017-12-21,0.490049,0.523619,0.456527,0.477851,0.477851,162926000
2017-12-22,0.478974,0.478974,0.293641,0.407150,0.407150,150972992
2017-12-23,0.414420,0.450368,0.392567,0.414027,0.414027,88865000
2017-12-24,0.416661,0.416661,0.347039,0.390029,0.390029,67372304
2017-12-25,0.392330,0.439700,0.362807,0.416363,0.416363,122194000
2017-12-26,0.413573,0.430086,0.405608,0.428465,0.428465,94896000
2017-12-27,0.427107,0.430827,0.401098,0.414176,0.414176,82067504
2017-12-28,0.412020,0.418934,0.367887,0.407701,0.407701,82263800
2017-12-29,0.410457,0.556879,0.403945,0.529299,0.529299,266403008
2017-12-30,0.528316,0.777385,0.471556,0.639243,0.639243,645155968
2017-12-31,0.642581,0.754446,0.642297,0.719695,0.719695,305947008
2018-01-01,0.718847,0.730051,0.671941,0.728657,0.728657,150186000
2018-01-02,0.724676,0.794646,0.697856,0.782587,0.782587,289712000
2018-01-03,0.779681,1.085670,0.778578,1.079660,1.079660,657398016
2018-01-04,1.094030,1.327210,1.037650,1.114120,1.114120,593430016
2018-01-05,1.171150,1.252420,0.903503,0.999559,0.999559,508100000
2018-01-06,0.997000,1.054010,0.929183,1.027150,1.027150,297615008
2018-01-07,1.024150,1.043960,0.991391,1.008520,1.008520,226067008
2018-01-08,0.999329,0.999329,0.764328,0.899002,0.899002,264460992
2018-01-09,0.898185,0.919436,0.796177,0.814743,0.814743,209492000
2018-01-10,0.815872,0.816252,0.676835,0.793121,0.793121,236472000
2018-01-11,0.791522,0.791522,0.572500,0.688412,0.688412,229000992
2018-01-12,0.695769,0.932269,0.659967,0.897508,0.897508,365795008
2018-01-13,0.917410,0.969325,0.836486,0.884124,0.884124,313215008
2018-01-14,0.881961,0.881961,0.749514,0.802262,0.802262,160712000
2018-01-15,0.795761,0.884506,0.777413,0.778587,0.778587,972993024
2018-01-16,0.780621,0.780621,0.479944,0.626493,0.626493,1632649984
2018-01-17,0.624123,0.678517,0.440620,0.629102,0.629102,1713769984
2018-01-18,0.631295,0.711008,0.591528,0.659843,0.659843,1285490048
2018-01-19,0.649544,0.688520,0.615936,0.650498,0.650498,584574016
2018-01-20,0.656564,0.726242,0.647644,0.707510,0.707510,738798976
2018-01-21,0.706391,0.706391,0.590793,0.613163,0.613163,847731008
2018-01-22,0.614983,0.631485,0.521889,0.570458,0.570458,522984000
2018-01-23,0.566537,0.592231,0.520013,0.563070,0.563070,375958016
2018-01-24,0.563369,0.636009,0.544753,0.622208,0.622208,689838016
2018-01-25,0.629337,0.683023,0.621560,0.637495,0.637495,654814016
2018-01-26,0.633903,0.652848,0.566218,0.623382,0.623382,810062016
2018-01-27,0.623477,0.632956,0.595269,0.616833,0.616833,331308992
2018-01-28,0.620560,0.681946,0.620560,0.670286,0.670286,325145984
2018-01-29,0.669373,0.669373,0.620760,0.623204,0.623204,238318000
2018-01-30,0.624799,0.624799,0.523418,0.531913,0.531913,359622016
2018-01-31,0.527598,0.550252,0.471337,0.519315,0.519315,505904000
2018-02-01,0.515912,0.535322,0.412045,0.421672,0.421672,595624000
2018-02-02,0.419460,0.419460,0.274734,0.390534,0.390534,1438809984
2018-02-03,0.400965,0.501639,0.330815,0.438836,0.438836,1404499968
2018-02-04,0.433865,0.480140,0.369823,0.379303,0.379303,814753984
2018-02-05,0.385044,0.399523,0.319646,0.327371,0.327371,658547968
2018-02-06,0.331209,0.378719,0.266523,0.369753,0.369753,1338390016
2018-02-07,0.367267,0.377219,0.332507,0.340447,0.340447,679744000
2018-02-08,0.344464,0.367504,0.336822,0.356584,0.356584,346383008
2018-02-09,0.352848,0.394133,0.342911,0.391602,0.391602,401271008
2018-02-10,0.386671,0.462766,0.385368,0.405872,0.405872,951824000
2018-02-11,0.405104,0.405196,0.363624,0.369769,0.369769,331944000
2018-02-12,0.372595,0.393307,0.372595,0.384315,0.384315,243039008
2018-02-13,0.383436,0.387018,0.359920,0.373314,0.373314,225695008
2018-02-14,0.373766,0.401321,0.370393,0.396908,0.396908,299008992
2018-02-15,0.394671,0.416687,0.389937,0.409368,0.409368,348342016
2018-02-16,0.410142,0.412404,0.392676,0.403810,0.403810,192420000
2018-02-17,0.402403,0.428074,0.401056,0.419883,0.419883,341415008
2018-02-18,0.418355,0.420010,0.380787,0.385618,0.385618,251314000
2018-02-19,0.386930,0.396608,0.386224,0.391472,0.391472,169966000
2018-02-20,0.390942,0.404329,0.377539,0.378779,0.378779,281249984
2018-02-21,0.375593,0.383513,0.363394,0.364441,0.364441,242378000
2018-02-22,0.362651,0.372116,0.330518,0.337871,0.337871,208342000
2018-02-23,0.334758,0.351240,0.322811,0.345258,0.345258,222508992
2018-02-24,0.343668,0.352488,0.316064,0.322966,0.322966,133524000
2018-02-25,0.322152,0.354572,0.314411,0.344033,0.344033,247808000
2018-02-26,0.345272,0.346955,0.322210,0.338335,0.338335,201812992
2018-02-27,0.339132,0.341189,0.330971,0.335536,0.335536,106757000
2018-02-28,0.334486,0.336163,0.312563,0.312581,0.312581,114757000
2018-03-01,0.311973,0.311973,0.288392,0.304397,0.304397,184691008
2018-03-02,0.304424,0.307058,0.288875,0.293504,0.293504,107240000
2018-03-03,0.292952,0.309129,0.292507,0.297106,0.297106,115320000
2018-03-04,0.296285,0.303588,0.286193,0.300787,0.300787,94436000
2018-03-05,0.299897,0.317723,0.291055,0.297622,0.297622,202675008
2018-03-06,0.295947,0.303019,0.283993,0.285357,0.285357,110305000
2018-03-07,0.284674,0.287598,0.236256,0.247281,0.247281,190792992
2018-03-08,0.248160,0.254354,0.221131,0.221743,0.221743,167808992
2018-03-09,0.221286,0.225115,0.191804,0.222207,0.222207,246848992
2018-03-10,0.225216,0.226558,0.208859,0.209873,0.209873,129138000
2018-03-11,0.209721,0.227322,0.198153,0.223498,0.223498,161362000
2018-03-12,0.224104,0.237342,0.219654,0.223722,0.223722,184250000
2018-03-13,0.223110,0.229146,0.215402,0.223026,0.223026,98868704
2018-03-14,0.223430,0.233147,0.196005,0.199562,0.199562,144156000
2018-03-15,0.198755,0.201611,0.172485,0.185709,0.185709,204232992
2018-03-16,0.186788,0.186788,0.175057,0.178878,0.178878,97455296
2018-03-17,0.178770,0.179160,0.153132,0.154763,0.154763,81096600
2018-03-18,0.153931,0.161959,0.127046,0.156155,0.156155,189688992
2018-03-19,0.160749,0.197648,0.156935,0.197648,0.197648,321964000
2018-03-20,0.193447,0.212004,0.180294,0.204947,0.204947,249683008
2018-03-21,0.205315,0.227502,0.201448,0.213189,0.213189,257686000
2018-03-22,0.215403,0.221969,0.192132,0.203481,0.203481,201540000
2018-03-23,0.202298,0.202812,0.181424,0.189259,0.189259,148850000
2018-03-24,0.188844,0.201190,0.183017,0.189201,0.189201,132660000
2018-03-25,0.188396,0.189128,0.181700,0.184605,0.184605,59349400
2018-03-26,0.183960,0.185421,0.161128,0.167806,0.167806,117497000
2018-03-27,0.168215,0.169225,0.150164,0.154926,0.154926,107510000
2018-03-28,0.155196,0.165599,0.154465,0.160058,0.160058,60260800
2018-03-29,0.160143,0.160614,0.145712,0.146882,0.146882,103465000
2018-03-30,0.146654,0.151782,0.136317,0.147209,0.147209,119874000
2018-03-31,0.147115,0.160559,0.144857,0.155919,0.155919,113124000
2018-04-01,0.156597,0.160825,0.141343,0.150768,0.150768,100833000
2018-04-02,0.151691,0.158797,0.148590,0.156385,0.156385,102697000
2018-04-03,0.157864,0.173438,0.155254,0.172447,0.172447,155987008
2018-04-04,0.171158,0.179172,0.153626,0.155356,0.155356,154800992
2018-04-05,0.155592,0.156204,0.143742,0.148758,0.148758,113407000
2018-04-06,0.148394,0.150481,0.141830,0.144451,0.144451,51827500
2018-04-07,0.144885,0.151469,0.143829,0.148794,0.148794,48205400
2018-04-08,0.148825,0.158452,0.148825,0.156599,0.156599,51093100
2018-04-09,0.157094,0.165656,0.147478,0.153106,0.153106,93021904
2018-04-10,0.153240,0.157820,0.149316,0.156347,0.156347,55981300
2018-04-11,0.156761,0.166431,0.154079,0.166029,0.166029,91793296
2018-04-12,0.166757,0.214525,0.164530,0.212233,0.212233,488007008
2018-04-13,0.211632,0.218382,0.196567,0.200532,0.200532,230412992
2018-04-14,0.198675,0.206495,0.194708,0.200853,0.200853,113212000
2018-04-15,0.201389,0.223444,0.199940,0.221390,0.221390,169798000
2018-04-16,0.221889,0.256646,0.211808,0.256646,0.256646,678780992
2018-04-17,0.255090,0.272641,0.242771,0.243724,0.243724,520975008
2018-04-18,0.242734,0.262368,0.242734,0.260341,0.260341,181118000
2018-04-19,0.267493,0.273836,0.260818,0.272358,0.272358,240910000
2018-04-20,0.270986,0.301641,0.269697,0.301247,0.301247,349348992
2018-04-21,0.302292,0.307552,0.272684,0.290580,0.290580,294632992
2018-04-22,0.287488,0.296879,0.280765,0.285535,0.285535,160968000
2018-04-23,0.285558,0.289623,0.283558,0.288473,0.288473,127213000
2018-04-24,0.288539,0.318699,0.287331,0.312875,0.312875,369016992
2018-04-25,0.312805,0.312805,0.265164,0.271654,0.271654,351596000
2018-04-26,0.270795,0.294972,0.259865,0.294295,0.294295,220715008
2018-04-27,0.294589,0.307469,0.287786,0.288489,0.288489,197183008
2018-04-28,0.287130,0.364954,0.287130,0.357874,0.357874,636742016
2018-04-29,0.360670,0.387901,0.347508,0.365057,0.365057,671886976
2018-04-30,0.364297,0.364297,0.336625,0.343318,0.343318,298712000
2018-05-01,0.342953,0.363261,0.323701,0.358693,0.358693,365521984
2018-05-02,0.357602,0.376704,0.349324,0.372420,0.372420,272855008
2018-05-03,0.371926,0.389749,0.368789,0.369709,0.369709,300814016
2018-05-04,0.370777,0.370777,0.350842,0.360182,0.360182,171266000
2018-05-05,0.361318,0.373605,0.360962,0.366338,0.366338,139447008
2018-05-06,0.365933,0.365933,0.341467,0.350021,0.350021,148186000
2018-05-07,0.349948,0.349948,0.323506,0.335176,0.335176,171384992
2018-05-08,0.335595,0.348219,0.323071,0.328352,0.328352,142455008
2018-05-09,0.328426,0.328426,0.304458,0.323593,0.323593,178122000
2018-05-10,0.323879,0.327908,0.296317,0.297089,0.297089,122958000
2018-05-11,0.296797,0.299462,0.248137,0.260127,0.260127,348752000
2018-05-12,0.262649,0.283410,0.241278,0.270932,0.270932,255480992
2018-05-13,0.271640,0.290151,0.264361,0.285890,0.285890,179522000
2018-05-14,0.285852,0.286088,0.261086,0.273434,0.273434,161643008
2018-05-15,0.274269,0.278760,0.257697,0.260155,0.260155,97408800
2018-05-16,0.259082,0.260186,0.243720,0.256375,0.256375,108749000
2018-05-17,0.257352,0.263111,0.242194,0.243664,0.243664,83683800
2018-05-18,0.242816,0.246809,0.234781,0.245544,0.245544,79212200
2018-05-19,0.246199,0.248354,0.238934,0.243271,0.243271,57778000
2018-05-20,0.243143,0.260785,0.240974,0.256136,0.256136,101310000
2018-05-21,0.256130,0.261169,0.247134,0.248840,0.248840,85090304
2018-05-22,0.249397,0.250076,0.223408,0.224408,0.224408,78363296
2018-05-23,0.224393,0.226150,0.198798,0.202873,0.202873,124268000
2018-05-24,0.203324,0.213302,0.193109,0.208989,0.208989,127678000
2018-05-25,0.209060,0.210636,0.197320,0.200655,0.200655,83368000
2018-05-26,0.199761,0.205492,0.195895,0.196567,0.196567,60616400
2018-05-27,0.196354,0.196436,0.192322,0.193557,0.193557,58991000
2018-05-28,0.193696,0.194977,0.174002,0.174783,0.174783,95106200
2018-05-29,0.175475,0.208739,0.174153,0.203190,0.203190,185184000
2018-05-30,0.203685,0.218023,0.201184,0.211143,0.211143,222612000
2018-05-31,0.210393,0.230057,0.206205,0.225214,0.225214,202076000
2018-06-01,0.224533,0.229184,0.216955,0.222507,0.222507,130538000
2018-06-02,0.222701,0.229531,0.219242,0.227742,0.227742,116435000
2018-06-03,0.227700,0.236761,0.225118,0.228154,0.228154,117208000
2018-06-04,0.228155,0.231228,0.212290,0.214012,0.214012,115605000
2018-06-05,0.214247,0.221728,0.204815,0.220467,0.220467,119846000
2018-06-06,0.220565,0.220862,0.210708,0.215721,0.215721,84766304
2018-06-07,0.216105,0.219351,0.209573,0.211119,0.211119,76949400
2018-06-08,0.210831,0.210841,0.202634,0.205358,0.205358,68728600
2018-06-09,0.205260,0.209668,0.202091,0.202091,0.202091,51481400
2018-06-10,0.201517,0.201517,0.171129,0.176868,0.176868,137836000
2018-06-11,0.176262,0.181937,0.167893,0.181280,0.181280,89350704
2018-06-12,0.181348,0.182888,0.162788,0.166585,0.166585,82885904
2018-06-13,0.166136,0.166818,0.151204,0.160408,0.160408,99731600
2018-06-14,0.160250,0.176521,0.155369,0.172375,0.172375,199562000
2018-06-15,0.172218,0.172218,0.161929,0.162747,0.162747,73950496
2018-06-16,0.162741,0.164628,0.159856,0.162962,0.162962,42213400
2018-06-17,0.163137,0.164477,0.161027,0.161380,0.161380,35748800
2018-06-18,0.161122,0.167511,0.156708,0.164117,0.164117,55507800
2018-06-19,0.164702,0.169903,0.162117,0.167185,0.167185,69854400
2018-06-20,0.166781,0.167331,0.156797,0.161985,0.161985,83625600
2018-06-21,0.162051,0.163757,0.157551,0.158556,0.158556,41237700
2018-06-22,0.158460,0.159019,0.137429,0.139839,0.139839,79062000
2018-06-23,0.140334,0.143279,0.134852,0.137868,0.137868,38721800
2018-06-24,0.138355,0.138592,0.121962,0.132703,0.132703,73037504
2018-06-25,0.132321,0.138254,0.128556,0.135269,0.135269,57752100
2018-06-26,0.135623,0.136055,0.126099,0.126099,0.126099,32927500
2018-06-27,0.126551,0.128000,0.123925,0.127444,0.127444,37072400
2018-06-28,0.127393,0.128503,0.118498,0.119320,0.119320,42250100
2018-06-29,0.119397,0.127436,0.114674,0.125720,0.125720,65802200
2018-06-30,0.126036,0.138372,0.126036,0.137671,0.137671,104599000
2018-07-01,0.138264,0.145731,0.133866,0.142208,0.142208,108733000
2018-07-02,0.142591,0.161936,0.138639,0.158278,0.158278,161860000
2018-07-03,0.158522,0.166687,0.149461,0.150655,0.150655,108280000
2018-07-04,0.150200,0.159904,0.146883,0.150960,0.150960,86594896
2018-07-05,0.151597,0.154572,0.145104,0.148921,0.148921,73881296
2018-07-06,0.148749,0.148749,0.139473,0.146084,0.146084,69138800
2018-07-07,0.146257,0.150373,0.138904,0.150373,0.150373,47965500
2018-07-08,0.149953,0.151385,0.144762,0.145389,0.145389,48142400
2018-07-09,0.145345,0.146111,0.139948,0.139971,0.139971,42768500
2018-07-10,0.139729,0.140654,0.128792,0.128792,0.128792,62318800
2018-07-11,0.128801,0.133925,0.126466,0.131483,0.131483,50179700
2018-07-12,0.131560,0.131560,0.123154,0.127181,0.127181,37623900
2018-07-13,0.127299,0.141729,0.126027,0.137887,0.137887,92778496
2018-07-14,0.138365,0.139891,0.133851,0.137092,0.137092,55022100
2018-07-15,0.137029,0.145511,0.135277,0.142262,0.142262,50143900
2018-07-16,0.142277,0.156755,0.140978,0.156118,0.156118,90578096
2018-07-17,0.154915,0.174619,0.150379,0.170865,0.170865,133441000
2018-07-18,0.170299,0.192930,0.170299,0.179378,0.179378,323366016
2018-07-19,0.178986,0.189499,0.172312,0.180869,0.180869,216980992
2018-07-20,0.179893,0.182650,0.161644,0.162175,0.162175,215667008
2018-07-21,0.161994,0.168841,0.155729,0.163637,0.163637,125996000
2018-07-22,0.163874,0.177814,0.163061,0.170277,0.170277,139332992
2018-07-23,0.169526,0.179393,0.164028,0.164028,0.164028,147071008
2018-07-24,0.164736,0.176757,0.161279,0.173172,0.173172,191390000
2018-07-25,0.172360,0.175304,0.166820,0.172731,0.172731,123649000
2018-07-26,0.172416,0.174740,0.162497,0.164765,0.164765,84282200
2018-07-27,0.164450,0.168709,0.156660,0.165540,0.165540,103693000
2018-07-28,0.166228,0.166228,0.160024,0.163380,0.163380,51592200
2018-07-29,0.164163,0.164772,0.160419,0.163313,0.163313,47319500
2018-07-30,0.163234,0.163234,0.149280,0.154087,0.154087,69612600
2018-07-31,0.154067,0.154187,0.140773,0.143297,0.143297,93183800
2018-08-01,0.143086,0.145038,0.137180,0.140901,0.140901,79987900
2018-08-02,0.141316,0.142481,0.130469,0.131941,0.131941,68531400
2018-08-03,0.131416,0.134835,0.124545,0.130255,0.130255,77768900
2018-08-04,0.130771,0.134591,0.125412,0.127547,0.127547,54577300
2018-08-05,0.127292,0.132030,0.125517,0.131721,0.131721,43901500
2018-08-06,0.130919,0.136404,0.128161,0.130553,0.130553,57534800
2018-08-07,0.130923,0.133100,0.124601,0.125378,0.125378,57321700
2018-08-08,0.125594,0.125594,0.112637,0.113752,0.113752,82209700
2018-08-09,0.114507,0.127082,0.114507,0.123507,0.123507,93016600
2018-08-10,0.124091,0.124966,0.113747,0.116355,0.116355,71125700
2018-08-11,0.116444,0.116669,0.109195,0.112439,0.112439,65816400
2018-08-12,0.112497,0.114788,0.111658,0.112970,0.112970,35031500
2018-08-13,0.113183,0.115714,0.102698,0.102910,0.102910,56974900
2018-08-14,0.102779,0.102779,0.086951,0.094662,0.094662,111693000
2018-08-15,0.095489,0.101081,0.094665,0.095040,0.095040,91346700
2018-08-16,0.095036,0.098572,0.093198,0.095331,0.095331,50188900
2018-08-17,0.095682,0.109917,0.095172,0.109887,0.109887,103569000
2018-08-18,0.109847,0.112477,0.097485,0.099785,0.099785,101454000
2018-08-19,0.099744,0.104358,0.098120,0.102437,0.102437,51106900
2018-08-20,0.102243,0.103728,0.093618,0.093764,0.093764,53939600
2018-08-21,0.093161,0.096051,0.091919,0.095003,0.095003,49545100
2018-08-22,0.095016,0.100128,0.088088,0.090149,0.090149,64566000
2018-08-23,0.090205,0.093339,0.089165,0.092453,0.092453,37397400
2018-08-24,0.092846,0.094363,0.090948,0.094077,0.094077,35302400
2018-08-25,0.094305,0.095007,0.092350,0.094282,0.094282,30674700
2018-08-26,0.094262,0.094625,0.091405,0.093338,0.093338,26907400
2018-08-27,0.093178,0.100795,0.092522,0.100264,0.100264,55515600
2018-08-28,0.100565,0.106655,0.100032,0.105480,0.105480,79059500
2018-08-29,0.105611,0.108924,0.102186,0.105469,0.105469,83582300
2018-08-30,0.105205,0.107144,0.097286,0.100560,0.100560,64807500
2018-08-31,0.100902,0.102756,0.099255,0.102196,0.102196,42250400
2018-09-01,0.101877,0.108901,0.101877,0.106827,0.106827,70208900
2018-09-02,0.106903,0.107182,0.102511,0.104432,0.104432,58391900
2018-09-03,0.104650,0.105193,0.102529,0.103607,0.103607,53687200
2018-09-04,0.103484,0.106509,0.103385,0.105265,0.105265,54317400
2018-09-05,0.105267,0.106217,0.087569,0.087569,0.087569,98708900
2018-09-06,0.087525,0.089429,0.083130,0.088666,0.088666,73239200
2018-09-07,0.088521,0.089645,0.083456,0.083983,0.083983,41868100
2018-09-08,0.084120,0.085130,0.077505,0.078235,0.078235,35208700
2018-09-09,0.078443,0.081148,0.075026,0.076643,0.076643,47870100
2018-09-10,0.077277,0.078133,0.072209,0.073508,0.073508,44682000
2018-09-11,0.074180,0.074750,0.067145,0.070513,0.070513,47614500
2018-09-12,0.070794,0.070794,0.061708,0.066745,0.066745,91272400
2018-09-13,0.067053,0.070931,0.065717,0.069829,0.069829,86011700
2018-09-14,0.070094,0.070719,0.066107,0.068248,0.068248,62256800
2018-09-15,0.067928,0.070365,0.067798,0.069322,0.069322,34842300
2018-09-16,0.069153,0.069981,0.066620,0.069963,0.069963,32643600
2018-09-17,0.069854,0.070270,0.063415,0.063899,0.063899,48609600
2018-09-18,0.063568,0.070220,0.062599,0.069430,0.069430,67159000
2018-09-19,0.069146,0.074414,0.067413,0.072350,0.072350,96071300
2018-09-20,0.072439,0.082661,0.071514,0.081493,0.081493,103788000
2018-09-21,0.081778,0.089908,0.081230,0.087606,0.087606,212274000
2018-09-22,0.087660,0.088390,0.080326,0.083193,0.083193,82526800
2018-09-23,0.083488,0.093225,0.082894,0.089754,0.089754,149996000
2018-09-24,0.089706,0.091354,0.082314,0.082754,0.082754,89522100
2018-09-25,0.082303,0.082303,0.075378,0.081028,0.081028,87535200
2018-09-26,0.080992,0.082871,0.077172,0.079476,0.079476,64321400
2018-09-27,0.079466,0.087636,0.078421,0.086001,0.086001,101911000
2018-09-28,0.086403,0.088327,0.082045,0.084032,0.084032,89113600
2018-09-29,0.083712,0.086371,0.081708,0.084606,0.084606,55854000
2018-09-30,0.084368,0.086804,0.083421,0.085195,0.085195,49853100
2018-10-01,0.085292,0.085806,0.082636,0.084469,0.084469,42076400
2018-10-02,0.084604,0.084681,0.082388,0.082525,0.082525,34775200
2018-10-03,0.082032,0.082405,0.079175,0.080789,0.080789,38063700
2018-10-04,0.080818,0.082789,0.080534,0.081304,0.081304,31665100
2018-10-05,0.081381,0.083091,0.080690,0.082991,0.082991,31160900
2018-10-06,0.083309,0.083729,0.080985,0.081303,0.081303,26277600
2018-10-07,0.081454,0.085151,0.080741,0.084658,0.084658,34848400
2018-10-08,0.084531,0.088169,0.083198,0.086607,0.086607,62079800
2018-10-09,0.086773,0.087511,0.084461,0.086357,0.086357,38710200
2018-10-10,0.086345,0.086432,0.083542,0.084679,0.084679,35888200
2018-10-11,0.084525,0.084552,0.070026,0.070939,0.070939,72659700
2018-10-12,0.070339,0.075880,0.069839,0.073214,0.073214,40979000
2018-10-13,0.072637,0.074890,0.072471,0.073103,0.073103,23571900
2018-10-14,0.073063,0.073775,0.070715,0.071293,0.071293,26250600
2018-10-15,0.070436,0.078624,0.069773,0.074789,0.074789,71953000
2018-10-16,0.074788,0.076625,0.074392,0.075814,0.075814,26555800
2018-10-17,0.075860,0.078271,0.075102,0.077408,0.077408,36907800
2018-10-18,0.077536,0.077955,0.074260,0.075131,0.075131,28634400
2018-10-19,0.075022,0.076463,0.074427,0.075836,0.075836,18153800
2018-10-20,0.075789,0.077146,0.075202,0.076342,0.076342,20363900
2018-10-21,0.076305,0.077536,0.075602,0.075873,0.075873,17620200
2018-10-22,0.075754,0.076510,0.075145,0.075776,0.075776,16871700
